,day,time,programme,machine_learning,information_retrieval,statistics,databases,gender,chocolate,birthday,number_of_neighbors,stand_up,deserve_money,random_number,bedtime,good_day_1,good_day_2,stress_level
32,4/1/2019,16:01:24,Bioinformatics,1,0,1,0,2,2,15-07-1995,1.0,0,,,1.30 pm ,weed,Friends,0.0
33,4/1/2019,16:01:25,QRM,0,0,1,0,0,3,1988,10.0,0,60.0,9.0,12,Sports,Sex,40.0
34,4/1/2019,16:01:25,QRM,1,1,1,1,0,0,25-05-1995,2.0,0,1.0,9.0,1:00,Food,Sex,80.0
35,4/1/2019,16:01:25,Computer Science,0,0,1,0,0,3,05 Dec,6.0,0,5.0,5.0,2,Food,Friends,60.0
36,4/1/2019,16:01:27,Bioinformatics,1,0,1,0,1,3,12-12-1995,2.0,0,20.0,12.0,01:00,Nice weather,Food,0.0
37,4/1/2019,16:01:28,Econometrics,0,0,1,0,0,3,02-05,469.0,0,100.0,7.0,01:00,Nice weather,no stress,0.0
38,4/1/2019,16:01:29,Business Analytics,1,1,1,1,1,0,03-01,10.0,0,10.0,8.0,21:00,no lectures and work,Food,20.0
39,4/1/2019,16:01:29,Artificial Intelligence,0,0,1,0,1,1,13-07-1995,1.0,0,,5.0,2:00,Nice weather,Friends,100.0
40,4/1/2019,16:01:29,Computational Science,0,1,1,1,1,0,03/12,4.0,0,0.0,5.829999923706055,01:30,good conversation,Friends,60.0
41,4/1/2019,16:01:29,Bioinformatics,1,0,1,1,0,0,7-4-95,5.0,0,,7.0,1,laughing,smiling,15.0
42,4/1/2019,16:01:29,Business Analytics,1,1,1,1,0,2,23-02-1997,4.0,0,15.0,1.0,23:30,Sports,Sleep,30.0
43,4/1/2019,16:01:29,Artificial Intelligence,1,1,1,1,1,2,30-3-1995,8.0,0,60.0,46743224.0,21,Nice weather,Sports,25.0
44,4/1/2019,16:01:29,Computational Science,0,0,1,0,0,3,09/03/1994,4.0,0,0.20000000298023224,3.0,22:30,Food,Nice weather,33.0
45,4/1/2019,16:01:29,Computer Science,1,1,1,0,0,2,27/04/1994,4.0,0,100.0,6483920551936.0,3:00,vim,emacs,10.0
46,4/1/2019,16:01:30,Bioinformatics,1,0,1,0,0,2,11-05-1996,0.0,0,1.0,4.0,01:00,Sleep,coffee,
47,4/1/2019,16:01:31,Data Science,1,0,1,0,0,2,13-09-1995,6.0,0,85.0,3.140000104904175,23:00,Sleep,Nice weather,50.0
48,4/1/2019,16:01:31,Computational Science,0,0,0,0,0,2,23/01/1994,3.0,0,3.0,3.0,11,Sports,Food,15.0
49,4/1/2019,16:01:31,Computer Science,1,1,1,1,0,4,kuhbj,,0,,777777792.0,1:00,Food,Sex,0.0
50,4/1/2019,16:01:31,Artificial Intelligence,1,1,1,1,0,2,Tomorrow ,,0,100.0,5587458783707136.0,I didnt,Nice weather,Food,
51,4/1/2019,16:01:33,Artificial Intelligence,1,1,1,1,0,2,19-12-1995,1.0,0,15.0,8.5,02:40,Nice weather,amount of work needed to be done,0.0
52,4/1/2019,16:01:33,Computer Science,1,1,0,1,1,2,DECEMBER 1993,7.0,0,90.0,7.0,1 am,travel,party,20.0
53,4/1/2019,16:01:33,Artificial Intelligence,1,0,1,1,1,0,12.12.1995,6.0,0,5.0,1212.0,12:30,Friends,Sports,30.0
54,4/1/2019,16:01:34,Econometrics,0,0,1,0,0,3,23-08-1992,3921.0,0,91.0,27.0,01:00,Nice weather,Food,99.9000015258789
55,4/1/2019,16:01:34,Econometrics,0,0,1,0,0,0,04041996,0.0,2,2.0,,"2,03",Food,Nice weather,30.0
56,4/1/2019,16:01:34,Innovation,0,0,1,0,0,0,22-07-1995,2.0,0,33.33000183105469,9.0,23:00,Nice weather,Food,69.0
57,4/1/2019,16:01:34,Computer Science,1,0,1,1,0,2,11-02-1996,2.0,0,100.0,69.0,23:30,Nice weather,Food,10.0
58,4/1/2019,16:01:34,Business Analytics,1,0,1,1,0,3,26-05-1997,7.0,0,100.0,7.0,24,Food,Sleep,0.0
59,4/1/2019,16:01:35,Artificial Intelligence,1,0,0,0,0,3,02-12-1992,1.0,0,0.4000000059604645,6.0,23:30,activities,Friends,20.0
60,4/1/2019,16:01:35,Computer Science,1,1,1,1,0,0,14,4.0,0,50.0,3.1415927410125732,4:25AM,surprise money,surprise presents,99.0
61,4/1/2019,16:01:35,Artificial Intelligence,1,1,1,1,0,3,13/05,2.0,0,,7.0,1,no hangover,Sleep,15.0
62,4/1/2019,16:01:36,medical informatics,1,0,1,0,1,0,18-11-1995,2.0,0,10.0,8.0,23:00,working out,Friends,10.0
63,4/1/2019,16:01:36,Business Analytics,2,0,1,0,1,1,27/06/1991,1.0,0,100.0,3.0,2:30,Nice weather,vacation,100.0
64,4/1/2019,16:01:36,Bioinformatics,0,0,1,1,1,3,25.02.1993,5.0,0,20.0,7.0,23:30,playing volleyball,Sleep,20.0
65,4/1/2019,16:01:36,Artificial Intelligence,1,1,1,1,0,0,30.01.1996,1.0,0,10.0,7.0,3:00,Nice weather,Friends,7.0
66,4/1/2019,16:01:36,Computer Science,1,1,1,1,0,4,05-02-1986,,0,50.0,1.0,23:30,no lectures,waking up early,0.0
67,4/1/2019,16:01:36,Artificial Intelligence,1,1,1,1,0,2,03OCT1996,2.0,0,20.0,96.0,110305pm,Alcohol,Nice weather,10.0
68,4/1/2019,16:01:37,Business Analytics,1,0,1,1,1,0,31-10-1996,8.0,0,80.0,2.0,22:30,Nice weather,Food,75.0
69,4/1/2019,16:01:37,Operations Research,1,0,1,1,0,2,10/05/1996,7.0,0,0.0,2.0,"22,3",Alcohol,Nice weather,20.0
70,4/1/2019,16:01:37,Unknown,1,0,1,1,2,3,0109,5.0,0,,8.0,3,Food,learning,37.0
71,4/1/2019,16:01:38,Bioinformatics,1,0,0,1,0,0,18-07-95,2.0,0,101.0,8.0,01:00,Nice weather,Sex,10.0
72,4/1/2019,16:01:38,Innovation,0,0,1,1,1,0,14th March,2.0,0,80.0,7.0,00,Nice weather,Friends,30.0
73,4/1/2019,16:01:38,Business Analytics,1,1,1,1,0,2,15-02-1994,1.0,0,99.0,,22:30,music,Nice weather,99.0
74,4/1/2019,16:01:39,Artificial Intelligence,1,1,1,1,0,2,19-01-1996,5.0,0,0.0,341.0,23h00,Sports,Alcohol,40.0
75,4/1/2019,16:01:39,Computational Science,1,0,1,1,1,1,08/02/1997,400.0,0,50.0,8.0,9,Food,no lecture,100.0
76,4/1/2019,16:01:39,Artificial Intelligence,1,1,1,0,0,2,26-10,5.0,0,80.0,3.0,23:34,Nice weather,Sleep,0.0
77,4/1/2019,16:01:39,Artificial Intelligence,1,1,1,1,1,3,01-04-1997,3.0,0,10.0,7.0,00:00,Nice weather,Friends,60.0
78,4/1/2019,16:01:39,Artificial Intelligence,1,1,1,0,1,4,14/11/1995,0.0,0,,1.0,23:00,Nice weather,big breakfast,0.0
79,4/1/2019,16:01:40,Artificial Intelligence,0,0,1,1,1,2,17.10.1996.,5.0,0,200.0,7.0,23,Nice weather,Food,30.0
80,4/1/2019,16:01:40,Sociology,1,0,1,0,1,2,05.09:1993,2.0,0,10.0,7.0,02:00,no stress,Food,10.0
81,4/1/2019,16:01:40,Artificial Intelligence,1,1,1,0,0,2,22.03.94,1.0,0,99.0,7.0,12,Friends,Food,5.0
82,4/1/2019,16:01:40,Econometrics,0,0,1,1,0,1,06-12-1993,2.0,2,90.0,3.140000104904175,2359,Food,weekend,100.0
83,4/1/2019,16:01:40,Finance,0,0,1,0,0,2,4-12-1995,2.0,0,1.0,3.0,02:00,Nice weather,Alcohol,68.0
84,4/1/2019,16:01:40,Artificial Intelligence,1,1,1,1,0,2,04061997,3.0,0,5.0,7.0,3:30,mood,succes,60.0
85,4/1/2019,16:01:40,Computational Science,0,0,1,0,1,1,13/08/1996,3.0,0,,3.5282626152038574,23:45,Nice weather,getting work done,
86,4/1/2019,16:01:40,Artificial Intelligence,1,1,1,1,0,2,21-05-1995,2.0,1,25.0,7.0,23:00,Nice weather,don't have stress,10.0
87,4/1/2019,16:01:40,Business Analytics,1,1,1,1,1,3,07-06-1994,5.0,0,0.25,3.140000104904175,01:30,Nice weather,Friends,15.0
88,4/1/2019,16:01:39,QRM,0,0,1,0,0,0,"15,05",2.0,0,0.0,7.0,1,Nice weather,no exams,50.0
89,4/1/2019,16:01:40,Bioinformatics,0,0,1,1,0,3,26-06,10.0,0,50.0,7.0,13,no deadlines,no stress,99.0
90,4/1/2019,16:01:40,Bioinformatics,1,0,1,1,0,2,03-11-1992,1.0,0,100.0,2.0,23:00,Alcohol,Sex,80.0
91,4/1/2019,16:01:41,Business Analytics,1,0,1,1,1,2,27/11/1996,7.0,0,1.0,5.0,00:57,Nice weather,Food,75.0
92,4/1/2019,16:01:41,Artificial Intelligence,1,1,1,1,1,2,25-11-1994,5.0,0,100.0,5.0,00:30,Nice weather,coffee,55.0
93,4/1/2019,16:01:41,Finance,0,0,1,0,0,0,27-01-1993,1.0,0,0.25,5.0,12,Nice weather,passing the data mining course,0.0
94,4/1/2019,16:01:41,Business Analytics,1,1,1,1,0,3,10-09-1995,1.0,0,2.5,9.0,23:55,Food,Sleep,53.0
95,4/1/2019,16:01:41,Business Analytics,1,0,1,0,0,2,15/4/1995,2.0,0,7.0,7.0,12,Nice weather,free,0.0
96,4/1/2019,16:01:41,Business Analytics,1,0,1,1,0,0,12-08-96,2.0,0,5.0,6.0,23:30,no deadline,party,4.0
97,4/1/2019,16:01:41,Business Analytics,1,0,1,0,0,0,October 8th ,0.0,0,,4.0,0:00,Food,mathematics ,42.0
98,4/1/2019,16:01:41,Econometrics,0,0,1,0,0,0,3 juni 1995,2.0,0,100.0,9.0,23:30,weekend,fun,10.0
99,4/1/2019,16:01:41,Business Analytics,1,0,1,1,0,0,20-09-1995,3.0,2,50.0,25.0,12,Sex,Alcohol,100.0
100,4/1/2019,16:01:42,Artificial Intelligence,1,1,1,1,1,2,14-01-1992,8.0,0,0.0,4.0,21:30,when i’m productive,when i feel good,20.0
101,4/1/2019,16:01:42,Econometrics,1,0,1,0,0,2,13-10,2.0,0,70.0,4.0,23:30,fruitful day ,Nice weather,13.0
102,4/1/2019,16:01:42,Business Analytics,1,0,1,1,1,3,21-10-1996,2.0,0,100.0,8.0,23:00,Nice weather,Sports,0.0
103,4/1/2019,16:01:42,Innovation,0,0,1,0,1,0,25-08-1993,1.0,0,33.33000183105469,9.0,23:30,Nice weather,Alcohol,88.0
104,4/1/2019,16:01:42,Artificial Intelligence,0,0,1,0,1,1,31-01-1995,6.0,0,10.0,3.0,0,Nice weather,Food,70.0
105,4/1/2019,16:01:42,Innovation,1,1,1,1,0,1,01-05-1996,7.0,0,2.0,5.0,"23,45",Nice weather,money,1.0
106,4/1/2019,16:01:43,Business Analytics,1,0,1,1,0,3,09/07,2.0,0,100.0,7.0,24:00,Food,Sleep,25.0
107,4/1/2019,16:01:43,Artificial Intelligence,0,0,1,0,0,0,24th septembre,6.0,0,0.0,9.0,23:00,Food,Sex,70.0
108,4/1/2019,16:01:43,Artificial Intelligence,0,0,1,0,1,2,15 09 1994,24.0,0,100.0,9.0,22:22,love,adventure,45.0
109,4/1/2019,16:01:43,Artificial Intelligence,1,0,1,0,1,1,28-04-97,6.0,0,1.0,8.0,01:00,Nice weather,Friends,50.0
110,4/1/2019,16:01:43,Artificial Intelligence,1,1,1,1,0,0,30.07.97,1.0,2,2.0,10.0,23:00,finishing all the tasks,Nice weather,30.0
111,4/1/2019,16:01:43,Computer Science,0,2,1,1,0,2,10-06-1989,5.0,0,1.0,10.0,01:30,Nice weather,no work,1.0
112,4/1/2019,16:01:43,Computational Science,1,1,1,1,0,0,1995,7.0,0,100.0,7.0,01:00,learning something,finishing work,0.0
113,4/1/2019,16:01:43,Artificial Intelligence,1,0,1,0,0,2,15-09-1992,300.0,0,1.0,67.0,0:14,Sleep,Friends,60.0
114,4/1/2019,16:01:44,Computational Science,0,1,1,1,1,0,1996-05-24,,1,10.0,1.25,1am,Nice weather,coffee,10.0
115,4/1/2019,16:01:44,Business Analytics,1,1,1,1,1,0,04-10-1995,2.0,0,1.0,7.0,"23,45",Nice weather,Friends,9.0
116,4/1/2019,16:01:45,Artificial Intelligence,1,1,1,1,0,2,07AUG1993,8.0,0,100.0,2104.0,10:30:21 PM,birthday,trains on time,0.0
117,4/1/2019,16:01:45,Computer Science,0,1,0,0,0,2,01,6.0,0,50.0,6.0,3 am,Food,weed,10.0
118,4/1/2019,16:01:45,Artificial Intelligence,1,1,1,1,0,3,24 september,2.0,0,1.0,8.0,12,Nice weather,Alcohol,0.0
119,4/1/2019,16:01:45,Artificial Intelligence,1,1,1,0,1,3,02/03,5.0,0,5.0,4.0,"23,45",Nice weather,spare time,50.0
120,4/1/2019,16:01:45,QRM,0,0,1,0,0,0,16-01-1997,2.0,0,0.0,7.0,01:00,Food,Sports,0.0
121,4/1/2019,16:01:45,Bioinformatics,1,1,0,1,1,3,11 june 1991,5.0,0,70.0,8.0,2:00am,Nice weather,good vibes,60.0
122,4/1/2019,16:01:45,Health,0,0,1,0,1,3,04-10-1994,4.0,0,3.0,6.78000020980835,22:12,Sex,Nice weather,10.0
123,4/1/2019,16:01:45,Artificial Intelligence,0,0,1,0,1,2,1995,2.0,0,,1.0,00:30,Food,productive,50.0
124,4/1/2019,16:01:45,Business Analytics,1,1,1,1,0,0,06-03-1995,1.0,0,85.0,3.0,23:30,going to the vu,Alcohol,0.0
125,4/1/2019,16:01:45,Innovation,0,0,1,0,0,2,17/07/1995,2.0,0,50.0,8.0,03:00,Nice weather,euros,0.0
126,4/1/2019,16:01:46,Computer Science,1,1,1,0,0,3,01-10-1996,3.0,0,100.0,8.0,6,Food,Alcohol,10.0
127,4/1/2019,16:01:46,Computational Science,1,1,1,0,0,2,04-12-1991,5.0,1,35.0,7.0,01:30,no deadlines ,Nice weather,0.0
128,4/1/2019,16:01:46,Artificial Intelligence,0,1,1,0,1,3,19-12-1993,2.0,0,0.20000000298023224,3.0,00:30,fnatic winning games in lec,Nice weather,10.0
129,4/1/2019,16:01:46,Computational Science,0,0,1,0,0,3,16 dec,,2,1.0,3.141590118408203,12,Food,doing hobbies,57.0
130,4/1/2019,16:01:46,Computational Science,1,1,1,1,0,2,24/09/1996,2.0,0,47100.0,2.0,didn't sleep,relaxing,Food,0.0
131,4/1/2019,16:01:46,Business Analytics,1,0,1,0,0,3,2-5-1975,6.0,0,50.0,1.0,0:30,Sleep,enough fysical excercise,40.0
132,4/1/2019,16:01:46,Econometrics,1,0,1,0,0,0,03-1994,8.0,0,99.0,1.0,22:00,being productive,being social,0.0
133,4/1/2019,16:01:47,Bioinformatics,1,0,2,0,2,2,09/09/96,5.0,2,25.0,666.0,1:00,serotonin,my frens,20.0
134,4/1/2019,16:01:47,Bioinformatics,1,0,1,0,0,1,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0,5.0,,11,Food,Friends,0.019999999552965164
135,4/1/2019,16:01:47,Business Administration,0,1,1,0,0,0,17-05-1993,6.0,0,27.0,5.0,22:00,Sleep,worker out,60.0
136,4/1/2019,16:01:47,Artificial Intelligence,0,0,1,0,1,0,14-09-1996,8.0,0,100.0,9.0,00:00,Friends,Sports,30.0
137,4/1/2019,16:01:47,Econometrics,0,0,1,0,1,1,22-3-1996,400.0,0,15.0,5.0,23:00,laughing,Food,80.0
138,4/1/2019,16:01:48,Computer Science,1,1,0,1,0,3,1994,9.0,0,100.0,0.0,05:10,Nice weather,slumberparties,1.0
139,4/1/2019,16:01:48,Data Science,1,0,1,1,2,3,September 27 1994,470.0,0,5.0,7.0,1am,Nice weather,Friends,2.0
140,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,1,0,0,05 05 1993,1.0,0,5.0,4.570000171661377,0:00,Food,hot shower,99.0
141,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,0,0,0,07/10/1994,5.0,0,3.0,3.0,01:05,a dopamine rush,Nice weather,68.0
142,4/1/2019,16:01:48,Business Analytics,1,0,1,1,1,2,14-07-1995,8.0,0,80.0,8.0,"22,3",Nice weather,Friends,10.0
143,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,0,0,3,1991,400.0,0,,2.0,23:00,kindness,Food,5.0
144,4/1/2019,16:01:48,Finance,0,0,1,0,0,2,17-03-1994,3.0,0,0.25,7.0,1.40 AM,enough time in the morning,slow day,0.0
145,4/1/2019,16:01:48,Artificial Intelligence,0,1,1,1,1,2,30-10-1994,1.0,0,100.0,7.0,1:30,when i see dogs and can pet them,Friends,15.0
146,4/1/2019,16:01:49,Bioinformatics,1,0,1,0,1,0,0406,1.0,0,6.0,6.0,2,Nice weather,Friends,6.0
147,4/1/2019,16:01:49,Computational Science,0,0,1,0,1,2,14-07,4.0,0,1.0,6.0,1:15,Friends,Nice weather,10.0
148,4/1/2019,16:01:49,Artificial Intelligence,1,0,1,1,0,2,04/08/1993,1.0,0,12.0,8.0,2,no deadlines to work on ,Nice weather,20.0
149,4/1/2019,16:01:49,Computational Science,0,1,2,0,0,0,20-12,400.0,0,,6.0,22:40,Nice weather,sailboat,40.0
150,4/1/2019,16:01:49,Artificial Intelligence,1,1,0,1,1,2,30-04-1993,5.0,0,100.0,9.0,11.30 p.m,productive ,Food,0.0
151,4/1/2019,16:01:49,Business Analytics,1,0,1,0,1,1,07/02/1995,2.0,0,1000.0,8.0,01:30,beach,Nice weather,10.0
152,4/1/2019,16:01:50,QRM,0,0,1,1,0,0,27/08/1996,1.0,0,90.0,7.0,11:30 pm,Nice weather,fun,70.0
153,4/1/2019,16:01:50,Artificial Intelligence,1,1,1,2,0,3,18-06/'92,20.0,1,,1.0,1:30,fun ,daan,2.0
154,4/1/2019,16:01:50,Business Analytics,1,0,1,1,0,1,9-11-2001,471.0,0,5.0,1.0,2:00,no lectures,Food,10.0
155,4/1/2019,16:01:50,Computer Science,1,0,1,1,0,3,11/08/1994,6.0,0,,3.1410000324249268,1:00,Alcohol,Nice weather,5.0
156,4/1/2019,16:01:50,Artificial Intelligence,0,1,1,0,1,2,02-09-1995,2.0,0,1.0,5.0,23:50,succeeding in life,being well rested,60.0
157,4/1/2019,16:01:51,Econometrics,0,0,1,0,0,3,09/10/1993,7.0,0,7.0,2.0,1,completing my thesis,passing this course,5.0
158,4/1/2019,16:01:51,Computer Science,1,0,1,1,0,3,16/02/1989,10.0,0,1000.0,6.0,3:00,Nice weather,gangbangparty,100.0
159,4/1/2019,16:01:51,Artificial Intelligence,1,0,1,1,0,3,1995,2.0,1,100.0,9.0,03:00,success,love,80.0
160,4/1/2019,16:01:51,QRM,0,0,1,0,0,0,02-09-1994,8.0,0,0.0,1.0,0:00,having time to chill,still being productive,50.0
161,4/1/2019,16:01:51,Computational Science,0,0,1,0,1,4,11/03/1996,1.0,0,16.0,6.0,00:30,everything,everything,100.0
162,4/1/2019,16:01:52,Bioinformatics,0,0,1,1,0,2,02/13/1995,4.0,0,5.0,9.0,1:27,Sports,Friends,30.0
163,4/1/2019,16:01:51,Artificial Intelligence,1,1,1,0,0,2,12-03-1997,8.0,0,5.0,8.0,0:15,productive,gezellig,50.0
164,4/1/2019,16:01:52,Unknown,2,2,2,2,2,4,x,,2,,,x,x,x,
165,4/1/2019,16:01:52,Artificial Intelligence,0,0,1,0,1,3,March 6th,469.0,0,,5.0,2 am,llamas,pungent paws,78.0
166,4/1/2019,16:01:53,Bioinformatics,0,0,2,1,1,0,010596,250.0,1,10.0,84.0,2300,Sleep,Nice weather,50.0
167,4/1/2019,16:01:53,Bioinformatics,1,1,1,0,2,2,8-7-1985,4.0,0,30.0,9.0,10,Food,Alcohol,50.0
168,4/1/2019,16:01:53,Artificial Intelligence,1,1,1,0,0,3,1995,5.0,0,,2.0,00:30,Nice weather,Food,80.0
169,4/1/2019,16:01:53,Computational Science,0,0,1,0,0,3,11-11-1995,8.0,0,99.0,7.0,00:30,Nice weather,Sports,10.0
170,4/1/2019,16:01:53,Bioinformatics,1,0,2,1,0,3,19/12/1992,20.0,0,90.0,8.0,"0,3",weed,Sex,75.0
171,4/1/2019,16:01:53,Health,0,0,0,0,0,0,10-08-1996,0.0,0,30.0,2.0,11:18,small things that go right ,Friends,80.0
172,4/1/2019,16:01:56,Computational Science,0,0,1,0,0,0,13/07/1995,8.0,1,100.0,,2pm,being at the vu,living at the vu,50.0
173,4/1/2019,16:01:54,Artificial Intelligence,1,0,1,0,0,3,22091993,22.0,1,100.0,7.0,0800,gf,weed,60.0
174,4/1/2019,16:01:55,Computer Science,0,0,1,0,0,3,02,4.0,0,10.0,7.0,12,Food,dog,70.0
175,4/1/2019,16:01:55,Business Analytics,1,1,1,1,0,0,15-10-1993,1.0,0,50.0,8.0,23:00,Sex,no school,75.0
176,4/1/2019,16:01:55,QRM,0,0,1,0,0,2,22/11/1993,5.0,0,,12.0,22:30,slept well,ate well,0.0
177,4/1/2019,16:01:55,Computational Science,1,0,0,1,0,3,December 4th,2.0,0,7.0,4.0,23:00,Nice weather,Nice weather,42.0
178,4/1/2019,16:01:55,Artificial Intelligence,1,1,1,1,0,3,23-01-1996,6.0,0,40.0,7.0,24:00,Food,data mining lectures,5.0
179,4/1/2019,16:01:55,Bioinformatics,1,0,1,0,1,0,30-07-1992,8.0,0,1.0,7.0,22,Sleep,working out,50.0
180,4/1/2019,16:01:55,Bioinformatics,1,0,1,0,0,0,10,9.0,0,,2.0,23,coffee,Nice weather,25.0
181,4/1/2019,16:01:56,QRM,0,0,2,0,2,0,02.09.1993,4.0,2,100.0,7.0,00:15,Nice weather,free of work,75.0
182,4/1/2019,16:01:56,Artificial Intelligence,1,1,1,0,1,0,07-10-1993,2.0,0,0.25,9.0,22:30,Nice weather,Friends,5.0
183,4/1/2019,16:01:56,Information Science,0,1,1,1,0,3,March,1.0,0,42.0,6.0,12,Nice weather,-,42.0
184,4/1/2019,16:01:56,Computational Science,0,0,1,1,0,0,13-01-1994,5.0,0,10.0,1.0,23,Nice weather,Alcohol,15.0
185,4/1/2019,16:01:57,Econometrics,0,0,1,0,1,1,15/06/1996,2.0,0,10.0,4.0,23:30,coffee,Nice weather,80.0
186,4/1/2019,16:01:57,Artificial Intelligence,0,0,1,0,1,2,23-03-1994,5.0,0,2.0,8.0,1:30,chilling,Nice weather,70.0
187,4/1/2019,16:01:57,Bioinformatics,1,1,1,1,0,0,28-12-1993,5.0,0,10.0,2.0,23:30,music,books,26.0
188,4/1/2019,16:01:57,Computer Science,1,0,1,1,0,2,01/09/1995,3.0,0,0.25,42.0,01:30,Sex,eating out,65.0
189,4/1/2019,16:01:57,Artificial Intelligence,0,0,0,1,0,2,16021990,5.0,0,0.10000000149011612,3.0,0300,waking up energized,fun things planned,100.0
190,4/1/2019,16:01:57,Econometrics,1,0,1,1,0,2,25-12-1995,1.0,0,10.0,3.0,0,Nice weather,feyenoord,5.0
191,4/1/2019,16:01:57,Computational Science,0,1,1,0,2,2,Tien December negentienhonderdtweeennegentig,,1,100.0,,ONWAAR,Nice weather,😎,
